,ID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,condition,text,name,consent,commit,frame_pov,time_pov_1,time_pov_2,time_pov_3,time_pov_4,frame_ind,time_ind_1,time_ind_2,time_ind_3,time_ind_4,frame.com,tim_com_1,tim_com_2,tim_com_3,tim_com_4,donation_pov_1,donation_pov_2,mission,encourage,statement1,stat.ladder_14,stat.me.N,stat.me.N_reversed,spot1,recip.improve,recip.impact,recip.ladder_14,comp.intro,check.wage,check.who,intro,priorgiving,age,gender,income,hhsize,educ,educ.parent,race,party,religion,religiosity,pwe_4,usemoney,feedback.survey,code,LocationLatitude,LocationLongitude,LocationAccuracy,in.progress,survey.id,failchecks,usa.ip,dup_IP,stat.me
273,R_eVvpITUALfM9rXj,Default Response Set,Anonymous,,,,0,12/15/18 15:10,12/15/18 15:26,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,60.409,0,,,,,,20,80,1,3,1,6,,3,4,4,1,1,1,1,1,1,2,39,2,130000,6,7,7,3,3,1,1,2,"I'm not sure. I would like to think to improve themselves. However, if they are in dire needs it might just be used to cover regular expenses. ","No, the survey was clear. ",1,,,,0,R_eVvpITUALfM9rXj,FALSE,,FALSE,3
274,R_1CsbqyEjtPQ7mIp,Default Response Set,Anonymous,,,,0,12/15/18 15:07,12/15/18 15:26,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,173.018,187.163,195.756,4,,,,,,70,30,1,5,1,5,4,,2,1,1,2,1,2,1,1,3,31,2,50000,4,2,4,1,2,1,2,2,business job training courses or create art,,1,,,,0,R_1CsbqyEjtPQ7mIp,FALSE,,FALSE,4
275,R_brS0wOhujLle66l,Default Response Set,Anonymous,,,,0,12/15/18 15:23,12/15/18 15:26,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,47.81,0,,,,,,98,2,1,2,1,5,5,,2,5,4,2,1,1,1,1,1,26,1,50000,1,5,5,1,3,6,1,2,food,,1,,,,0,R_brS0wOhujLle66l,FALSE,,FALSE,5
276,R_OiJbNke2ikHcX0B,Default Response Set,Anonymous,,,,0,12/15/18 15:16,12/15/18 15:27,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,99.195,0,,,,,,,,,,,100,0,1,1,1,9,,1,1,2,2,1,1,1,1,1,1,30,1,110000,2,5,5,1,1,2,1,1,"food, clothing. Necessities",,1,,,,0,R_OiJbNke2ikHcX0B,FALSE,,FALSE,1
277,R_1kS2zIxFKk4Uox2,Default Response Set,Anonymous,,,,0,12/15/18 15:22,12/15/18 15:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0.943,1.377,34.206,2,20,80,1,4,1,6,6,,2,6,1,4,1,2,1,1,1,44,1,70000,1,4,3,3,1,1,4,2,food ,,1,,,,0,R_1kS2zIxFKk4Uox2,FALSE,,FALSE,6
278,R_3O7xDPp2eadfkN5,Default Response Set,Anonymous,,,,0,12/15/18 15:22,12/15/18 15:27,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,1.303,21.861,27.002,7,,,,,,,,,,,85,15,1,1,1,7,5,,1,7,4,4,1,1,1,1,1,43,1,30000,5,3,4,1,4,6,1,1,Probably spent on costs. Maybe 20 cents on the dollar makes it to aficans,Nope,1,,,,0,R_3O7xDPp2eadfkN5,FALSE,,FALSE,5
279,R_3EKfHnGW4m5Tq47,Default Response Set,Anonymous,,,,0,12/15/18 15:23,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,30.406,0,,,,,,25,75,1,3,1,3,,4,2,3,4,1,1,2,1,1,1,24,1,10000,1,3,5,1,3,6,1,2,food or necessities,,1,,,,0,R_3EKfHnGW4m5Tq47,FALSE,,FALSE,4
280,R_2comCaBUOh6KeIU,Default Response Set,Anonymous,,,,0,12/15/18 15:21,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,16.227,39.404,74.49,5,,,,,,90,10,1,2,1,4,4,,2,6,2,1,1,1,1,1,1,40,1,70000,1,5,7,1,3,6,1,2,Food and supplies,,1,,,,0,R_2comCaBUOh6KeIU,FALSE,,FALSE,4
281,R_2WZjHbVgOCR66pV,Default Response Set,Anonymous,,,,0,12/15/18 15:23,12/15/18 15:27,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,33.149,0,,,,,,,,,,,50,50,1,4,1,5,,5,2,2,1,1,1,2,1,1,2,29,1,30000,1,5,6,1,3,6,1,2,food,,1,,,,0,R_2WZjHbVgOCR66pV,FALSE,,FALSE,5
282,R_2saUBSGdXEgSyiS,Default Response Set,Anonymous,,,,0,12/15/18 15:19,12/15/18 15:27,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,20.494,40.443,43.156,5,,,,,,,,,,,75,25,1,3,1,3,2,,4,2,1,1,1,1,1,1,2,52,2,50000,5,4,4,1,1,1,4,2,food or rent,"no, everything was clear",1,,,,0,R_2saUBSGdXEgSyiS,FALSE,,FALSE,2
283,R_2dYK8W9NrZpJMip,Default Response Set,Anonymous,,,,0,12/15/18 15:20,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,71.108,0,,,,,,90,10,1,1,1,6,4,,2,6,3,1,1,1,1,1,1,49,2,30000,2,5,2,1,2,1,5,1,Basic needs like food.,Everything was clear. ,1,,,,0,R_2dYK8W9NrZpJMip,FALSE,,FALSE,4
284,R_3OoANUQ3jFON79I,Default Response Set,Anonymous,,,,0,12/15/18 15:20,12/15/18 15:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,60.568,0,50,50,1,4,1,6,,2,2,2,2,2,1,1,1,1,1,64,2,50000,2,4,2,1,3,6,2,2,food,,1,,,,0,R_3OoANUQ3jFON79I,FALSE,,FALSE,2
285,R_SUEGZBT0J3ETU3v,Default Response Set,Anonymous,,,,0,12/15/18 15:20,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,219.958,0,,,,,,40,60,1,2,1,7,,4,4,2,2,2,1,1,1,1,2,31,2,150000,2,7,7,5,3,6,1,2,food and necesities,,1,,,,0,R_SUEGZBT0J3ETU3v,FALSE,,FALSE,4
286,R_12MsRGohBKSvEEb,Default Response Set,Anonymous,,,,0,12/15/18 15:21,12/15/18 15:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,1.548,1.548,65.145,1,20,80,1,2,1,4,,5,4,5,2,1,1,1,1,1,1,32,2,70000,4,3,6,1,3,6,1,2,Food,,1,,,,0,R_12MsRGohBKSvEEb,FALSE,,FALSE,5
287,R_2TY0odxhBTrKRJP,Default Response Set,Anonymous,,,,0,12/15/18 15:20,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,101.445,0,,,,,,96,4,1,2,1,6,,4,2,5,1,2,1,1,1,1,1,43,2,50000,3,5,5,1,3,1,5,2,Debts they have incurred in the past from having to live on so little.,I'm confused as to how two days' wages would help someone start a business. I couldn't believe what I was reading when I got to that part. ,1,,,,0,R_2TY0odxhBTrKRJP,FALSE,,FALSE,4
288,R_2Y3rjAxJ4hTQmPH,Default Response Set,Anonymous,,,,0,12/15/18 15:17,12/15/18 15:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,2.984,21.567,58.708,3,100,0,1,1,1,7,,3,2,6,5,2,1,1,1,1,1,28,1,50000,3,3,2,1,1,2,3,1,I have no idea. Food and clothes?,I think a better question is why is Africa so poor decades after colonialism ended. Also why was Rhodesia the food basket of Africa and Zimbabwe can even feed itself?,1,,,,0,R_2Y3rjAxJ4hTQmPH,FALSE,,FALSE,3
289,R_3G1gCsWpEkDZ18d,Default Response Set,Anonymous,,,,0,12/15/18 15:14,12/15/18 15:27,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,114.785,0,,,,,,50,50,1,5,1,5,5,,2,4,2,10,1,1,1,1,2,30,2,70000,3,5,2,3,3,2,4,2,"The will spend tjheir money on food, clothing and shelter.","No everything was clear, thanks for the survey.",1,,,,0,R_3G1gCsWpEkDZ18d,FALSE,,FALSE,5
290,R_VI2zY3A2SaBv7YB,Default Response Set,Anonymous,,,,0,12/15/18 15:19,12/15/18 15:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,110.943,0,35,65,1,3,1,4,3,,4,6,5,2,1,5,1,1,1,27,2,30000,4,5,5,3,3,6,2,2,food,everything was clear,1,,,,0,R_VI2zY3A2SaBv7YB,FALSE,,FALSE,3
291,R_2QQgN019OvF8bYj,Default Response Set,Anonymous,,,,0,12/15/18 15:19,12/15/18 15:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,19.042,48.859,51.986,5,90,10,1,1,1,7,3,,4,6,2,1,1,1,1,1,2,66,1,70000,,6,5,1,3,6,1,2,Food,I think i hit the continue arrow before answering one question. Sorry for the mistake. I think i should have said 4 people in our household. ,1,,,,0,R_2QQgN019OvF8bYj,FALSE,,FALSE,3
292,R_BPRd2h8dJ8qxsn7,Default Response Set,Anonymous,,,,0,12/15/18 15:24,12/15/18 15:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,17.061,17.061,23.21,1,50,50,1,3,1,3,,6,2,5,2,1,1,1,1,1,2,50,2,30000,3,3,2,1,3,1,4,2,food for their families,no,1,,,,0,R_BPRd2h8dJ8qxsn7,FALSE,,FALSE,6
293,R_51FgWlcdCwc292h,Default Response Set,Anonymous,,,,0,12/15/18 15:21,12/15/18 15:28,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,3.198,4.598,54.751,3,,,,,,80,20,1,5,1,7,4,,2,3,1,2,1,1,1,1,2,46,1,90000,1,6,6,1,2,3,1,2,"education, start a business, or learn a trade",Interesting survey and a great cause,1,,,,0,R_51FgWlcdCwc292h,FALSE,,FALSE,4
294,R_QiRgqHXh7nEA9ep,Default Response Set,Anonymous,,,,0,12/15/18 15:20,12/15/18 15:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,64.591,0,60,40,1,3,1,4,,4,4,5,2,1,1,1,1,1,2,32,2,30000,4,3,5,6,3,3,1,2,"Food, water, clothing, possibly replacing or repairing something in their home. Medicine if they or someone they know is sick. Maybe starting a garden or buying an animal that produces eggs or milk?",No,1,,,,0,R_QiRgqHXh7nEA9ep,FALSE,,FALSE,4
295,R_1IZpzDvp6VPXxHh,Default Response Set,Anonymous,,,,0,12/15/18 15:21,12/15/18 15:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0.551,70.872,73.3,5,80,20,1,2,1,5,,4,2,5,5,1,1,1,1,1,1,38,1,30000,4,3,2,1,1,1,4,1,People lin the slums of kenya,No,1,,,,0,R_1IZpzDvp6VPXxHh,FALSE,,FALSE,4
296,R_27J4kTuqOzfpHBY,Default Response Set,Anonymous,,,,0,12/15/18 15:22,12/15/18 15:28,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,5.83,11.975,31.715,4,,,,,,,,,,,96,4,1,2,1,4,4,,2,5,4,2,1,1,1,1,2,36,2,50000,2,6,2,1,2,6,2,2,Food,,1,,,,0,R_27J4kTuqOzfpHBY,FALSE,,FALSE,4
297,R_2tlJ8fkkaL6gTdE,Default Response Set,Anonymous,,,,0,12/15/18 15:22,12/15/18 15:28,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,96.262,0,,,,,,90,10,1,3,1,5,5,,4,2,3,5,1,1,1,1,2,43,2,50000,3,5,2,1,2,6,1,2,basic needs,,1,,,,0,R_2tlJ8fkkaL6gTdE,FALSE,,FALSE,5
