"","NA.","ID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","MTurkCode","condition","text","name","consent","commit","frame_pov","time_pov_1","time_pov_2","time_pov_3","time_pov_4","frame_ind","time_ind_1","time_ind_2","time_ind_3","time_ind_4","frame.com","tim_com_1","tim_com_2","tim_com_3","tim_com_4","donation_pov_1","donation_pov_2","mission","encourage","statement1","stat.ladder_14","stat.me.N","stat.me.N_reversed","spot1","recip.improve","recip.impact","recip.ladder_14","comp.intro","check.wage","check.who","intro","priorgiving","age","gender","income","hhsize","educ","educ.parent","race","party","religion","religiosity","pwe_4","usemoney","feedback.survey","code","LocationLatitude","LocationLongitude","LocationAccuracy","in.progress","survey.id","failchecks","usa.ip","dup_IP","stat.me","treat","pov","ind","com","donation_me","donation_org","donated","donor_status","recip.impact_r","recip.improve_r","recip.ladder_r","priordonor","gen.fem","income.hh","hi.income.hh","hi.income","edu.self.ba","edu.par.ba","race.minor","is.religi","is.chr","is.dem","priordonor.c","gen.fem.c","hi.income.hh.c","edu.self.ba.c","race.minor.c","is.religi.c","is.chr.c","is.dem.c"
"527",527,"R_2vjIsaA3vifLADo","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 15:58",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,13.933,13.933,44.3,1,NA,NA,NA,NA,NA,100,0,1,3,1,6,4,NA,2,1,1,2,1,1,1,1,1,25,1,50000,2,7,7,1,3,6,1,2,"Lobster n steak",NA,1,NA,NA,NA,0,"R_2vjIsaA3vifLADo",FALSE,NA,FALSE,4,"Ind",0,1,0,100,0,FALSE,6,7,7,9,0,0,35355.3390593274,1,0,1,1,0,0,1,1,-0.470631424375918,-0.515062454077884,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"528",528,"R_110dOgmvHeL7Hrb","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:53","12/15/18 15:58",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,36.933,0,NA,NA,NA,NA,NA,50,50,1,4,1,6,3,NA,2,1,1,2,1,1,1,1,1,28,2,30000,4,3,5,1,1,6,2,2,"Basic necessities such as food, water, shelter ",NA,1,NA,NA,NA,0,"R_110dOgmvHeL7Hrb",FALSE,NA,FALSE,3,"Ind",0,1,0,50,50,TRUE,6,7,7,9,0,1,15000,0,0,0,1,0,0,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"529",529,"R_2CNd0LUreg2B70P","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:36","12/15/18 15:58",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1101.59,0,90,10,1,3,1,3,4,NA,2,5,1,1,1,1,1,1,2,29,1,50000,3,4,3,6,4,6,1,1,"food","no",1,NA,NA,NA,0,"R_2CNd0LUreg2B70P",FALSE,NA,FALSE,4,"Com",0,0,1,90,10,TRUE,3,7,3,10,1,0,28867.5134594813,0,0,0,0,1,0,1,0,0.529368575624082,-0.515062454077884,-0.488921713441654,-0.545187362233652,0.741366642174871,-0.386480529022777,0.483468038207201,-0.436443791329904
"530",530,"R_40D8hFMS1EiPdCN","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:51","12/15/18 15:59",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,54.15,54.15,81.461,1,75,25,1,4,1,5,NA,4,2,1,1,1,1,1,1,1,2,49,2,110000,2,4,2,1,2,2,3,2,"I think they will spend the money on basic necessities such as food, shelter , clothing and possibly medical care.","I thought the study was clear and written well. I understood what was asked of me.",1,NA,NA,NA,0,"R_40D8hFMS1EiPdCN",FALSE,NA,FALSE,4,"Com",0,0,1,75,25,TRUE,5,7,7,10,1,1,77781.7459305202,1,1,0,0,0,1,0,0,0.529368575624082,0.484937545922116,0.511078286558346,-0.545187362233652,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"531",531,"R_1f1nJvSAeLNnk3s","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 15:59",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,20.644,32.279,43.861,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,1,4,1,2,NA,7,3,2,2,1,1,1,1,1,1,32,2,30000,3,3,6,1,2,6,3,2,"Food","No feedback. I would love to be selected for the $100 bonus. I have 2 boys and am a single parent so have been unable to buy anything for Christmas.",1,NA,NA,NA,0,"R_1f1nJvSAeLNnk3s",FALSE,NA,FALSE,7,"Pov",1,0,0,80,20,TRUE,2,6,6,10,0,1,17320.5080756888,0,0,0,1,0,1,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,0.613519470977223,0.483468038207201,-0.436443791329904
"532",532,"R_1r3aZFGjnhLxHfa","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 15:59",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,49.992,0,NA,NA,NA,NA,NA,100,0,1,1,1,6,NA,3,2,4,5,2,1,1,1,1,2,26,2,50000,2,5,5,1,3,6,3,2,"Giving people wages to empower themselves.",NA,1,NA,NA,NA,0,"R_1r3aZFGjnhLxHfa",FALSE,NA,FALSE,3,"Ind",0,1,0,100,0,FALSE,6,3,4,9,1,1,35355.3390593274,1,0,1,1,0,1,1,1,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,0.613519470977223,0.483468038207201,0.563556208670096
"533",533,"R_1C0VJWVNQsGb5ZS","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:51","12/15/18 15:59",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,89.27,0,NA,NA,NA,NA,NA,80,20,1,3,1,4,4,NA,2,6,3,1,1,2,1,1,1,40,2,30000,2,2,3,1,1,6,4,1,"school, food, housing, investments","no",1,NA,NA,NA,0,"R_1C0VJWVNQsGb5ZS",FALSE,NA,FALSE,4,"Ind",0,1,0,80,20,TRUE,4,5,2,10,0,1,21213.2034355964,0,0,0,0,0,1,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,0.613519470977223,0.483468038207201,-0.436443791329904
"534",534,"R_C9YHoGgVyZWJTwJ","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 15:59",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,48.058,0,0,100,1,3,1,6,NA,4,2,1,1,1,1,1,1,1,2,57,2,90000,2,5,5,1,2,3,1,2,"They will spend the money on helping their community and their families.","I appreciated the opportunity to participate on your very touching and relevant survey!",1,NA,NA,NA,0,"R_C9YHoGgVyZWJTwJ",FALSE,NA,FALSE,4,"Com",0,0,1,0,100,TRUE,6,7,7,10,1,1,63639.6103067893,1,1,1,1,0,0,0,0,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,-0.516531961792799,-0.436443791329904
"535",535,"R_aXf3Q4zQwSka3BL","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:39","12/15/18 15:59",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,4.801,32.092,64.188,2,NA,NA,NA,NA,NA,50,50,1,1,1,6,4,NA,2,5,5,2,1,1,1,1,2,33,2,90000,6,5,5,1,4,1,4,1,"Something that they believe will make their life better in some way.  ","I do not have any feedback.",1,NA,NA,NA,0,"R_aXf3Q4zQwSka3BL",FALSE,NA,FALSE,4,"Ind",0,1,0,50,50,TRUE,6,3,3,9,1,1,36742.3461417477,1,1,1,1,0,1,0,0,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"536",536,"R_1CEp66RrnrhbFtL","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:56","12/15/18 15:59",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,30.646,0,NA,NA,NA,NA,NA,95,5,1,3,1,5,4,NA,2,4,5,3,1,2,1,1,2,31,1,10000,1,5,4,1,3,6,1,2,"Ways to make their lives better and become more independent.",NA,1,NA,NA,NA,0,"R_1CEp66RrnrhbFtL",FALSE,NA,FALSE,4,"Ind",0,1,0,95,5,TRUE,5,3,4,8,1,0,10000,0,0,1,0,0,0,1,1,0.529368575624082,-0.515062454077884,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"537",537,"R_2sYyPpqCkxO0bo1","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:56","12/15/18 15:59",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,28.252,0,NA,NA,NA,NA,NA,0,100,1,3,1,7,NA,3,1,3,5,2,1,1,1,1,2,32,2,30000,3,3,6,1,3,1,2,2,"probably food","It was fine.",1,NA,NA,NA,0,"R_2sYyPpqCkxO0bo1",FALSE,NA,FALSE,3,"Ind",0,1,0,0,100,TRUE,7,3,5,9,1,1,17320.5080756888,0,0,0,1,0,0,0,1,0.529368575624082,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,-0.516531961792799,0.563556208670096
"538",538,"R_3elaORypURd3RFU","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:52","12/15/18 15:59",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,25.832,0,62,38,1,4,1,6,NA,4,2,2,3,3,1,1,1,1,2,38,2,70000,2,5,6,5,3,6,2,2,"basic essential. food, shelter, healthcare",NA,1,NA,NA,NA,0,"R_3elaORypURd3RFU",FALSE,NA,FALSE,4,"Com",0,0,1,62,38,TRUE,6,5,6,8,1,1,49497.4746830583,1,1,1,1,1,0,1,1,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,0.741366642174871,-0.386480529022777,0.483468038207201,0.563556208670096
"539",539,"R_262zRx9hl0MjK1O","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:55","12/15/18 15:59",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,22.776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,1,2,1,4,NA,4,2,3,2,1,1,2,1,1,1,33,1,30000,1,5,5,3,1,1,3,2,"Food and shelter",NA,1,NA,NA,NA,0,"R_262zRx9hl0MjK1O",FALSE,NA,FALSE,4,"Pov",1,0,0,100,0,FALSE,4,6,5,10,0,0,30000,0,0,1,1,1,1,0,0,-0.470631424375918,-0.515062454077884,-0.488921713441654,0.454812637766348,0.741366642174871,0.613519470977223,-0.516531961792799,-0.436443791329904
"540",540,"R_WeRMYQXBzpjMVUt","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:51","12/15/18 16:00",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,97.388,0,NA,NA,NA,NA,NA,75,25,1,2,1,4,NA,4,2,6,1,1,1,1,1,1,1,39,2,30000,5,5,4,3,2,6,1,2,"food and living","no",1,NA,NA,NA,0,"R_WeRMYQXBzpjMVUt",FALSE,NA,FALSE,4,"Ind",0,1,0,75,25,TRUE,4,7,2,10,0,1,13416.4078649987,0,0,1,0,1,0,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,0.454812637766348,0.741366642174871,-0.386480529022777,0.483468038207201,-0.436443791329904
"541",541,"R_ujPR1HBYwRFBFkt","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:56","12/15/18 16:00",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,39.063,40.857,52.528,2,NA,NA,NA,NA,NA,80,20,1,2,1,3,NA,4,3,3,2,1,1,1,1,1,1,39,2,30000,1,3,2,1,1,2,2,2,"Bills more than likely!","thanks. interesting study",1,NA,NA,NA,0,"R_ujPR1HBYwRFBFkt",FALSE,NA,FALSE,4,"Ind",0,1,0,80,20,TRUE,3,6,5,10,0,1,30000,0,0,0,0,0,0,0,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,-0.516531961792799,-0.436443791329904
"542",542,"R_2dsVuZKP9N921P3","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 16:00",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,1.043,26.595,28.169,2,NA,NA,NA,NA,NA,90,10,1,2,1,8,NA,3,2,2,2,1,1,1,4,1,2,60,2,110000,2,5,6,1,2,6,1,2,"helping people learn to take care of themselves financially","x",1,NA,NA,NA,0,"R_2dsVuZKP9N921P3",FALSE,NA,FALSE,3,"Ind",0,1,0,90,10,TRUE,8,6,6,10,1,1,77781.7459305202,1,1,1,1,0,0,1,0,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"543",543,"R_z2PLUvSKnZV6MWl","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:56","12/15/18 16:00",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.117,5.504,23.69,2,100,0,1,2,1,7,3,NA,2,4,2,2,1,1,1,1,2,34,1,30000,1,3,5,2,3,1,3,2,"food","those diagrams were moderately confusing, i've not seen them in surveys before",1,NA,NA,NA,0,"R_z2PLUvSKnZV6MWl",FALSE,NA,FALSE,3,"Com",0,0,1,100,0,FALSE,7,6,4,9,1,0,30000,0,0,0,1,1,1,0,1,0.529368575624082,-0.515062454077884,-0.488921713441654,-0.545187362233652,0.741366642174871,0.613519470977223,-0.516531961792799,0.563556208670096
"544",544,"R_NWurqJf4h9uruA9","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 16:00",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,56.561,0,100,0,1,3,1,4,4,NA,3,5,5,4,1,2,1,1,2,28,1,50000,4,5,1,1,2,6,1,1,"They will spend it on food, water, and shelter","no",1,NA,NA,NA,0,"R_NWurqJf4h9uruA9",FALSE,NA,FALSE,4,"Com",0,0,1,100,0,FALSE,4,3,3,7,1,0,25000,0,0,1,0,0,0,1,0,0.529368575624082,-0.515062454077884,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"545",545,"R_2YxHJxKNPNqC6gH","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 15:54","12/15/18 16:00",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,23.038,23.038,27.365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,1,4,1,7,NA,4,3,4,1,1,1,2,1,1,1,66,2,50000,2,6,5,1,1,1,4,2,"food and clothes and possibly help with other things to teach them how to earn money","interesting",1,NA,NA,NA,0,"R_2YxHJxKNPNqC6gH",FALSE,NA,FALSE,4,"Pov",1,0,0,80,20,TRUE,7,7,4,10,0,1,35355.3390593274,1,0,1,1,0,1,0,0,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
